p,q,T
33835.98000000,0.01477800,1625590529862
33834.87000000,0.01435400,1625590530869
33834.85000000,0.01477900,1625590531897
33830.66000000,0.00444800,1625590534333
33830.66000000,0.00216800,1625590534859
33830.66000000,0.01478000,1625590537884
33830.65000000,0.01010600,1625590539293
33843.33000000,0.00785100,1625590542307
33843.33000000,0.00317700,1625590542365
33843.33000000,0.01477400,1625590543304
33842.13000000,0.01477600,1625590543890
33837.46000000,0.01477700,1625590546371
33837.46000000,0.01406400,1625590546858
33837.46000000,0.01208900,1625590547311
33840.77000000,0.01477700,1625590548877
33840.77000000,0.01477700,1625590551882
33840.77000000,0.01477700,1625590552880
33840.77000000,0.01477700,1625590553877
33840.77000000,0.01477700,1625590554882
33840.77000000,0.01477600,1625590555881
33840.77000000,0.01477600,1625590557878
33840.77000000,0.01477600,1625590558884
33840.77000000,0.00541700,1625590559885
33839.62000000,0.00936000,1625590559885
33839.62000000,0.01477900,1625590560883
33839.62000000,0.01477900,1625590561881
33839.62000000,0.01478000,1625590562908
33839.62000000,0.01478000,1625590563885
33839.62000000,0.01478000,1625590564879
33839.62000000,0.01478200,1625590565877
33839.62000000,0.01478200,1625590566884
33839.62000000,0.01478200,1625590567878
33826.23000000,0.01478200,1625590568752
33825.80000000,0.01478200,1625590568859
33826.28000000,0.01334900,1625590569859
33831.19000000,0.01477900,1625590571860
33832.84000000,0.01477900,1625590572862
33832.84000000,0.01477900,1625590575669
33832.84000000,0.01477900,1625590575860
33834.35000000,0.01477800,1625590577865
33834.35000000,0.01753800,1625590578736
33834.35000000,0.01477800,1625590578858
33834.35000000,0.01477800,1625590579859
33834.35000000,0.01477800,1625590582675
33834.35000000,0.01477800,1625590582864
33834.35000000,0.00408400,1625590583788
33842.74000000,0.01477500,1625590585839
33842.74000000,0.00786400,1625590585859
33842.74000000,0.00691100,1625590585892
33849.82000000,0.01477200,1625590590548
33847.72000000,0.04142300,1625590590548
33851.66000000,0.01477100,1625590591053
33852.57000000,0.01477100,1625590596889
33850.85000000,0.01477100,1625590596956
33850.85000000,0.01477100,1625590597860
33854.32000000,0.01006500,1625590599017
33852.51000000,0.01477000,1625590601975
33852.51000000,0.01477000,1625590602863
33855.72000000,0.01476900,1625590605966
33855.72000000,0.01476900,1625590606867
33856.00000000,0.00717400,1625590612057
