p,q,T
34141.91000000,0.01464500,1625585692931
34140.08000000,0.01935000,1625585692931
34149.99000000,0.01463800,1625585697640
34163.48000000,0.01463600,1625585702896
34163.48000000,0.01463600,1625585703659
34163.55000000,0.01463500,1625585704637
34169.12000000,0.01463400,1625585706577
34152.40000000,0.01464100,1625585708133
34147.22000000,0.01464400,1625585709666
34142.36000000,0.00912100,1625585710631
34142.36000000,0.00552400,1625585710631
34138.85000000,0.03082000,1625585711147
34138.85000000,0.01464900,1625585712657
34130.71000000,0.01465000,1625585717190
34128.78000000,0.01465100,1625585718654
34189.99000000,0.00600000,1625585719646
34127.73000000,0.01465200,1625585719667
34137.16000000,0.01464700,1625585721653
34137.16000000,0.00785200,1625585722182
34137.15000000,0.01464700,1625585722182
34132.49000000,0.01465000,1625585725658
34131.91000000,0.01465000,1625585728338
34129.85000000,0.01465100,1625585729659
34127.83000000,0.01242600,1625585731283
34127.83000000,0.01318100,1625585731628
34126.19000000,0.01465200,1625585733353
34126.19000000,0.01465200,1625585733631
34125.02000000,0.01033300,1625585736421
34125.02000000,0.01465300,1625585737300
34125.02000000,0.01465300,1625585737630
34125.02000000,0.01465300,1625585738631
34125.02000000,0.01113700,1625585739628
34125.02000000,0.00636400,1625585740431
34128.24000000,0.01465100,1625585743439
34128.24000000,0.01454800,1625585743629
34145.45000000,0.01464400,1625585750901
34145.44000000,0.18571000,1625585750901
34145.44000000,0.18576000,1625585750901
34110.00000000,0.01466000,1625585750901
34100.00000000,0.01467000,1625585750901
34090.00000000,0.01467000,1625585750901
34075.00000000,0.01468000,1625585750901
34060.00000000,0.01468000,1625585750901
34050.00000000,0.01469000,1625585750901
34040.00000000,0.01469000,1625585750901
34010.00000000,0.01114600,1625585750901
34145.45000000,0.01464400,1625585751967
34141.90000000,0.01464500,1625585754656
34135.91000000,0.01464800,1625585755757
34135.31000000,0.01464800,1625585757692
34131.91000000,0.01465000,1625585758763
34131.91000000,0.01464800,1625585759629
34135.31000000,0.00878800,1625585767161
34145.43000000,0.01264000,1625585769843
34143.37000000,0.01464400,1625585770631
34143.98000000,0.01464400,1625585773793
34143.96000000,0.00968400,1625585776789
34000.00000000,0.00525800,1625585777092
34140.75000000,0.01464600,1625585778007
34143.94000000,0.01464400,1625585778886
34039.99000000,0.01464500,1625585779645
34074.99000000,0.01468000,1625585779890
34142.29000000,0.01464600,1625585780661
34140.00000000,0.01464800,1625585781655
34135.91000000,0.01465000,1625585782664
34130.00000000,0.01465000,1625585783893
34130.00000000,0.00829200,1625585784630
34134.02000000,0.01465000,1625585787653
34131.69000000,0.01465000,1625585787896
34130.00000000,0.01465000,1625585789996
34129.97000000,0.01465000,1625585793655
34135.80000000,0.01464800,1625585799034
34121.99000000,0.01465500,1625585802680
34120.35000000,0.01465500,1625585803052
34120.35000000,0.01465500,1625585803634
34120.35000000,0.01465500,1625585804652
34122.41000000,0.01465700,1625585807685
34090.00000000,0.01467000,1625585808668
34084.18000000,0.01467300,1625585810665
34083.49000000,0.01467000,1625585813162
34083.34000000,0.01466900,1625585813633
34088.00000000,0.01353100,1625585814643
34081.14000000,0.01467300,1625585818659
34073.26000000,0.01467500,1625585819668
34074.28000000,0.01467400,1625585829462
34071.64000000,0.01467400,1625585829636
34085.26000000,0.01466800,1625585835634
34091.44000000,0.00817500,1625585839766
34085.06000000,0.00655300,1625585843681
34085.06000000,0.00811700,1625585843745
34060.00000000,0.01468000,1625585852660
34061.27000000,0.01468100,1625585855657
34058.99000000,0.01468100,1625585855899
34052.51000000,0.01468400,1625585858672
34052.46000000,0.01295700,1625585859659
34050.00000000,0.01468700,1625585860670
34050.78000000,0.01468600,1625585862657
34056.91000000,0.01468200,1625585867021
34056.91000000,0.01025900,1625585869896
34052.44000000,0.01468400,1625585874665
34050.58000000,0.01468500,1625585876034
34050.58000000,0.01468500,1625585876637
34044.52000000,0.01468800,1625585878665
34040.32000000,0.01470300,1625585882688
34013.73000000,0.01470000,1625585884056
34013.73000000,0.01562300,1625585884319
34013.73000000,0.01844000,1625585884319
34013.73000000,0.00743700,1625585884640
34050.00000000,0.01468500,1625585889661
34040.31000000,0.01017700,1625585890663
34030.33000000,0.01469300,1625585901167
34030.33000000,0.00856300,1625585901640
34030.33000000,0.00613000,1625585901640
34030.33000000,0.00810400,1625585902051
34079.98000000,0.01467600,1625585904672
34076.58000000,0.00585900,1625585912280
34079.11000000,0.01467300,1625585913666
34067.64000000,0.01467700,1625585919291
34067.60000000,0.00803900,1625585919356
34067.60000000,0.01255700,1625585919664
34079.68000000,0.01467300,1625585924661
34076.53000000,0.01467300,1625585925295
34076.53000000,0.01150400,1625585925640
34069.68000000,0.01467800,1625585931663
34065.29000000,0.01467800,1625585932334
34077.75000000,0.01467400,1625585966667
34074.54000000,0.01467400,1625585968828
34074.54000000,0.01467400,1625585971663
34073.89000000,0.00528400,1625585972665
34073.89000000,0.00939100,1625585972665
34073.89000000,0.01056700,1625585973368
34071.61000000,0.00823200,1625585973368
34071.61000000,0.00644300,1625585973487
34071.61000000,0.01235600,1625585973639
34082.15000000,0.01467100,1625585984698
34087.33000000,0.00646800,1625585993696
34087.10000000,0.01466900,1625585999696
34090.09000000,0.01172100,1625586006955
34090.09000000,0.00589500,1625586007654
34093.97000000,0.01466900,1625586009702
34091.33000000,0.01466700,1625586023105
34091.14000000,0.01466800,1625586025704
34091.13000000,0.01466800,1625586028701
34099.99000000,0.01466300,1625586033650
34089.94000000,0.01466800,1625586052716
34089.94000000,0.01466900,1625586053703
34089.94000000,0.01467000,1625586054699
34089.94000000,0.01467000,1625586055706
34089.94000000,0.01467000,1625586056702
34089.94000000,0.01467000,1625586057704
34089.94000000,0.01467000,1625586058699
34089.94000000,0.01467000,1625586059704
34089.94000000,0.01467000,1625586060706
34089.94000000,0.00564800,1625586061699
34088.22000000,0.01466800,1625586068652
34088.22000000,0.01466800,1625586070463
34087.43000000,0.01466900,1625586070674
34091.62000000,0.03137600,1625586072534
34091.62000000,0.01466800,1625586072724
34091.62000000,0.02637900,1625586073348
34090.00000000,0.01466800,1625586073653
34084.11000000,0.01466800,1625586074678
34088.95000000,0.01466800,1625586076655
34088.05000000,0.01466800,1625586082580
34088.05000000,0.00566400,1625586082580
34088.05000000,0.01466800,1625586082653
34088.05000000,0.01337300,1625586083399
34083.35000000,0.01467000,1625586087547
34083.35000000,0.01467000,1625586087651
34083.91000000,0.00549300,1625586095713
