p,q,T
34059.99000000,0.01468000,1625586758060
34059.99000000,0.01161700,1625586758316
34059.99000000,0.00314000,1625586758690
34059.99000000,0.00250100,1625586760196
34059.99000000,0.00250100,1625586760259
34054.01000000,0.01468300,1625586761733
34053.87000000,0.01299200,1625586762739
34045.01000000,0.01468700,1625586764202
34045.01000000,0.01222300,1625586764685
34059.30000000,0.01468100,1625586768305
34060.70000000,0.01468100,1625586778774
34062.11000000,0.01468000,1625586780475
34062.11000000,0.00262400,1625586780686
34062.11000000,0.01205600,1625586780686
34062.11000000,0.00476800,1625586781687
34062.11000000,0.00991200,1625586781747
34065.19000000,0.01467900,1625586785733
34063.78000000,0.01236200,1625586785878
34066.65000000,0.00316400,1625586789620
34064.18000000,0.01467900,1625586791735
34055.37000000,0.01468200,1625586797594
34055.37000000,0.01224900,1625586797686
34055.37000000,0.00243300,1625586797686
34052.16000000,0.01404800,1625586803388
34055.37000000,0.00293600,1625586804732
34042.46000000,0.01468900,1625586805742
34034.25000000,0.01229900,1625586807740
34034.25000000,0.00239400,1625586807740
34034.25000000,0.01469300,1625586808738
34043.06000000,0.01468900,1625586812740
34050.18000000,0.01468500,1625586817753
34042.58000000,0.01468800,1625586831735
34041.20000000,0.00308200,1625586833809
34041.20000000,0.01160700,1625586833872
34041.20000000,0.00607700,1625586834688
34044.02000000,0.01468700,1625586836814
34044.02000000,0.00525100,1625586837691
34044.02000000,0.00943600,1625586837691
34099.99000000,0.01467000,1625586838560
34047.86000000,0.00200000,1625586839052
34109.99000000,0.01307100,1625586840196
34124.99000000,0.00692900,1625586840196
34043.13000000,0.01468800,1625586844738
34043.13000000,0.01468900,1625586845733
34043.13000000,0.01468900,1625586846743
34043.13000000,0.01468900,1625586847736
34050.71000000,0.01468400,1625586850725
34050.71000000,0.00289800,1625586850851
34050.99000000,0.01468700,1625586852738
34044.56000000,0.01468700,1625586854600
34044.56000000,0.00221000,1625586854600
34044.57000000,0.00927300,1625586854879
34049.99000000,0.01372300,1625586858987
34056.62000000,0.01468200,1625586864996
34056.62000000,0.00848100,1625586865692
34063.78000000,0.01468000,1625586872741
34124.99000000,0.00773100,1625586873242
34149.99000000,0.00911900,1625586873242
34060.02000000,0.00587200,1625586873742
34075.00000000,0.01468000,1625586874299
34060.01000000,0.01315200,1625586874299
34060.00000000,0.01468000,1625586875740
34075.00000000,0.01467400,1625586978237
34075.00000000,0.01467400,1625586978690
34075.00000000,0.00497800,1625586979691
34075.00000000,0.00969400,1625586979691
34080.18000000,0.01467200,1625586980694
34080.34000000,0.01467200,1625586983775
34080.34000000,0.01467100,1625586984693
34070.01000000,0.01191800,1625586988808
34070.01000000,0.00275800,1625586988875
34070.01000000,0.01467600,1625586989692
34070.01000000,0.00337900,1625586990692
34070.01000000,0.01467900,1625586991718
34063.59000000,0.01467900,1625586992166
34063.59000000,0.00217100,1625586992166
34066.33000000,0.01467800,1625586993936
