p,q,T
32898.85000000,0.01519800,1625776359686
32899.55000000,0.01519600,1625776363688
32905.00000000,0.01519500,1625776368686
32906.85000000,0.01519300,1625776375688
32911.45000000,0.01519100,1625776376690
32915.00000000,0.01518900,1625776377687
32918.10000000,0.01518500,1625776380690
32918.10000000,0.00250000,1625776381687
32919.74000000,0.01518600,1625776386687
32919.34000000,0.01518900,1625776389688
32916.96000000,0.01519000,1625776397698
32906.70000000,0.01519400,1625776401686
32909.39000000,0.01519300,1625776402689
32906.71000000,0.01519400,1625776406688
32907.77000000,0.01519300,1625776407688
32911.25000000,0.01519200,1625776411690
32911.26000000,0.01519200,1625776420689
32911.24000000,0.01519300,1625776428688
32911.26000000,0.01519200,1625776429690
32912.16000000,0.01519200,1625776434690
32914.15000000,0.01519100,1625776435694
32912.16000000,0.01519200,1625776455691
32914.01000000,0.01519100,1625776457691
32915.00000000,0.01518700,1625776460693
32925.00000000,0.01518400,1625776461692
32930.00000000,0.01518300,1625776462691
32915.29000000,0.01519100,1625776476690
32915.33000000,0.01519000,1625776477699
32917.28000000,0.01519000,1625776478694
32918.14000000,0.01458300,1625776479691
32918.19000000,0.01519000,1625776480698
32918.20000000,0.01519000,1625776488692
32915.28000000,0.00607600,1625776492694
32915.27000000,0.00607600,1625776494327
32915.28000000,0.00911500,1625776495694
32918.19000000,0.01518700,1625776496694
32923.83000000,0.01518700,1625776498693
32915.27000000,0.01519000,1625776503697
32915.29000000,0.01519000,1625776507698
32906.84000000,0.00900000,1625776514598
32901.36000000,0.01519700,1625776517695
32891.83000000,0.01520100,1625776528693
32890.49000000,0.01520100,1625776531694
32893.38000000,0.01520100,1625776532695
32879.54000000,0.01520700,1625776543696
32880.01000000,0.01520700,1625776544695
32881.00000000,0.01520600,1625776545694
32882.42000000,0.01520500,1625776546698
32885.72000000,0.01520400,1625776548696
32880.32000000,0.01520300,1625776553700
32888.99000000,0.00250000,1625776561745
32880.08000000,0.01520500,1625776568696
32884.10000000,0.01520500,1625776570696
32880.00000000,0.01520500,1625776577701
32884.64000000,0.01459700,1625776580695
32875.23000000,0.01520900,1625776590699
32998.33000000,0.00304200,1625776590725
33100.01000000,0.00292600,1625776590725
32873.98000000,0.00608300,1625776592236
32873.99000000,0.01421000,1625776593699
32872.23000000,0.01521100,1625776603699
32870.54000000,0.01520900,1625776611698
32877.99000000,0.01520700,1625776613696
32874.89000000,0.01521000,1625776632698
32875.00000000,0.01519900,1625776637707
32898.68000000,0.01519700,1625776638704
32892.84000000,0.01520100,1625776643700
32893.05000000,0.01519900,1625776645707
32894.98000000,0.01520000,1625776649691
32893.52000000,0.01519700,1625776653700
32903.29000000,0.01519600,1625776655694
32904.95000000,0.01519600,1625776661695
32905.00000000,0.01519000,1625776670699
32916.85000000,0.01519000,1625776674696
32915.01000000,0.01519000,1625776676696
32918.04000000,0.01518900,1625776677698
32919.12000000,0.01518800,1625776678698
32908.57000000,0.01519400,1625776682701
32905.02000000,0.01519500,1625776686700
32896.36000000,0.01519900,1625776693694
32900.00000000,0.01519700,1625776694696
32885.89000000,0.01520500,1625776710697
32889.27000000,0.01520200,1625776711702
32885.76000000,0.01520500,1625776718696
32885.88000000,0.00608100,1625776721858
32885.87000000,0.00608100,1625776722931
32880.01000000,0.01520600,1625776733697
32882.79000000,0.01520600,1625776734699
32882.58000000,0.01228700,1625776749688
32867.08000000,0.01521300,1625776752712
32865.78000000,0.00250000,1625776753613
32868.47000000,0.01521300,1625776753699
32868.57000000,0.00250000,1625776754057
32862.62000000,0.01467300,1625776758700
32863.14000000,0.01521400,1625776760698
32859.30000000,0.01521700,1625776762698
32859.85000000,0.01521400,1625776763700
32858.65000000,0.01521700,1625776775698
32858.73000000,0.01521700,1625776776701
