p,q,T
32872.99000000,0.01445100,1625776819704
32874.64000000,0.01277600,1625776820868
32872.98000000,0.01521000,1625776824700
32873.01000000,0.00608400,1625776828769
32872.97000000,0.00608400,1625776829818
32872.98000000,0.01521000,1625776830704
32846.47000000,0.01522200,1625776865703
32845.06000000,0.01522200,1625776868705
32847.98000000,0.01522100,1625776869704
32849.96000000,0.01522100,1625776871704
32841.49000000,0.01522400,1625776878707
32845.48000000,0.00431800,1625776879776
32843.24000000,0.01522400,1625776883705
32842.07000000,0.00608900,1625776889337
32842.06000000,0.00608900,1625776890902
32837.17000000,0.01522700,1625776901714
32838.49000000,0.01522500,1625776902713
32841.77000000,0.01522100,1625776903717
32850.00000000,0.01521900,1625776905712
32839.00000000,0.01522600,1625776915714
32837.87000000,0.01422700,1625776921719
32841.09000000,0.01522400,1625776924713
32844.39000000,0.01522300,1625776926742
32846.74000000,0.01522300,1625776927717
32846.75000000,0.01521700,1625776929720
32858.91000000,0.01521100,1625776930719
32867.42000000,0.01521200,1625776932715
32850.42000000,0.01522000,1625776949716
32849.64000000,0.01422100,1625776960716
32851.80000000,0.01521900,1625776962716
32854.51000000,0.01521900,1625776963716
32854.35000000,0.01521900,1625776966720
32850.87000000,0.01522000,1625776980717
32851.77000000,0.01522000,1625776988720
32853.47000000,0.01521900,1625776991732
32854.24000000,0.01521800,1625776993718
32860.00000000,0.00608600,1625776994172
32858.43000000,0.00608600,1625776995521
32858.44000000,0.01521700,1625776995717
32858.49000000,0.01521400,1625776996720
32865.50000000,0.01497300,1625776997718
32865.62000000,0.01521300,1625776999718
32865.40000000,0.01521400,1625777005718
32865.54000000,0.00608500,1625777007579
32862.49000000,0.00608500,1625777008249
32862.37000000,0.01521500,1625777011717
32862.38000000,0.01521400,1625777015719
32864.61000000,0.01521400,1625777016720
32865.50000000,0.01521300,1625777021720
32868.29000000,0.01521100,1625777022719
32869.48000000,0.01521100,1625777027719
32862.37000000,0.01521500,1625777038720
32862.39000000,0.01521400,1625777039720
32865.50000000,0.01521400,1625777041720
32865.71000000,0.01521200,1625777042721
32866.34000000,0.01521300,1625777049722
32867.02000000,0.01521200,1625777051721
